,Address,Sale Date,Sale Price,salePrice_numeric,price_SF,Square Ft ,Year  Built ,lat,long
631,460 BARTRAM ST # 3,10/18/22,"$860,000.00 ",860000,400.0,2150,2006,33.7413804,-84.3569776
632,977 BLUE RIDGE AVE NE,10/18/22,"$1,145,000.00 ",1145000,426.7610883,2683,1922,33.77219,-84.3554912
633,4505 PINEHOLLOW CT,10/18/22,"$502,000.00 ",502000,199.681782,2514,1989,34.0425544,-84.2309051
634,11520 BOWEN RD,10/18/22,"$500,000.00 ",500000,222.9157379,2243,1970,34.0600618,-84.4025131
635,2455 MC ALPIN TER,10/18/22,"$275,000.00 ",275000,181.8783069,1512,1964,33.7399635,-84.3683789
636,7595 WAVERLY LOOP,10/18/22,"$271,000.00 ",271000,180.6666667,1500,2005,33.5881554,-84.6315002
637,510 PARK ST,10/18/22,"$273,000.00 ",273000,204.954955,1332,1972,33.6734578,-84.4466155
638,6752 JULES TRC,10/18/22,"$310,000.00 ",310000,135.371179,2290,2007,33.5139837,-84.6047503
639,334 LAUREN DR,10/18/22,"$327,500.00 ",327500,180.5402426,1814,2016,33.5372448,-84.5710025
640,10699 WEIR WAY,10/18/22,"$460,000.00 ",460000,219.047619,2100,2007,34.043234,-84.2199098
641,6851 ROSWELL RD NE G 20,10/18/22,"$307,000.00 ",307000,208.9857046,1469,1964,33.9418431,-84.3717681
642,7210 LANCASTER LOOP,10/18/22,"$350,000.00 ",350000,237.449118,1474,1970,33.9498468,-84.3734964
643,175 FIFTEENTH ST NE # #403,10/18/22,"$500,000.00 ",500000,427.3504274,1170,1989,33.7882437,-84.3817682
644,358 KING RD NW,10/18/22,"$5,675,000.00 ",5675000,1090.716894,5203,2003,33.8617458,-84.39925
645,1990 WELLBOURNE DR NE 3,10/18/22,"$155,000.00 ",155000,258.3333333,600,1960,33.8091317,-84.3604757
646,420 CLIFFCOVE CT,10/18/22,"$750,000.00 ",750000,173.3302519,4327,1988,33.9929251,-84.320491
647,694 LEXINGTON AVE SW,10/18/22,"$485,000.00 ",485000,261.4555256,1855,1920,33.7232413,-84.4104617
648,335 PONY TAIL RD,10/18/22,"$975,000.00 ",975000,315.4318991,3091,1985,34.1327708,-84.2705527
649,7280 MADISON CIR,10/18/22,"$328,000.00 ",328000,147.947677,2217,2004,33.5514186,-84.530267
650,6354 SHANNON PKY # 26 A,10/18/22,"$47,000.00 ",47000,44.50757576,1056,1974,33.5816651,-84.5382352
651,5635 KOWETA RD,10/18/22,"$349,900.00 ",349900,249.7501784,1401,2013,33.6102574,-84.572452
652,5159 ROSWELL RD 1/59,10/18/22,"$151,500.00 ",151500,202.540107,748,1976,33.8951053,-84.3812116
653,20 TWENTY SIXTH ST # A 4,10/18/22,"$185,000.00 ",185000,243.1011827,761,1960,33.1305981,-117.3093707
654,2003 MALLARD ST NW,10/18/22,"$625,000.00 ",625000,385.8024691,1620,2003,33.8071059,-84.4490386
655,4759 WINTHROP DR,10/18/22,"$300,000.00 ",300000,172.4137931,1740,1968,33.6258774,-84.4786619
656,224 BASS ST SW,10/18/22,"$475,000.00 ",475000,296.875,1600,1920,33.7355085,-84.3953225
657,2915 SPRINGDALE RD SW,10/18/22,"$199,000.00 ",199000,193.5797665,1028,1950,33.6752128,-84.4165074
658,1065 DECKNER AVE SW,10/18/22,"$415,000.00 ",415000,156.840514,2646,1950,33.7141666,-84.4229345
659,2342 BEECHER RD SW,10/18/22,"$135,000.00 ",135000,116.9844021,1154,1950,33.725452,-84.4636345
660,3040 LAND RD,10/18/22,"$325,000.00 ",325000,269.0397351,1208,1976,34.1777382,-84.270203
661,1848 MONROE DR NE,10/17/22,"$650,000.00 ",650000,441.576087,1472,1927,33.8049997,-84.3745965
662,8 QUEEN VICTORIA PL NE,10/17/22,"$362,000.00 ",362000,335.1851852,1080,1975,33.8705842,-84.3834216
663,325 SHADY RIVER TRC,10/17/22,"$583,000.00 ",583000,170.9176195,3411,1993,33.9960225,-84.3100299
664,37 LAKE VILLA DR,10/17/22,"$625,000.00 ",625000,276.6710934,2259,1985,33.9870639,-84.2900653
665,2675 HALLIGAN POINT,10/17/22,"$225,000.00 ",225000,172.8110599,1302,2005,33.5646204,-84.476481
666,4390 OLD WESLEYAN WOODS,10/17/22,"$1,350,000.00 ",1350000,398.8183161,3385,1986,34.0127067,-84.2307817
667,4962 ANCLOTE DR,10/17/22,"$437,000.00 ",437000,185.3265479,2358,1989,34.0496334,-84.2154707
668,700 PARK REGENCY PL # 708,10/17/22,"$475,000.00 ",475000,343.2080925,1384,2001,33.8545714,-84.364802
669,3045 STONE GATE DR,10/17/22,"$575,000.00 ",575000,239.5833333,2400,2004,33.8375678,-84.3584022
670,711 COSMOPOLITAN DR 138,10/17/22,"$325,000.00 ",325000,271.9665272,1195,2006,33.8209176,-84.3626186
671,711 COSMOPOLITAN DR LOT 120,10/17/22,"$255,000.00 ",255000,283.0188679,901,2007,33.8214347,-84.3626049
672,3561 AVENSONG VILLAGE CIR,10/17/22,"$395,000.00 ",395000,354.2600897,1115,1996,34.1035385,-84.2619058
673,745 AVENING CT,10/17/22,"$335,000.00 ",335000,265.0316456,1264,1996,34.1040503,-84.2613704
674,235 WINDING RIVER DR NE UNIT F,10/17/22,"$237,000.00 ",237000,217.4311927,1090,1970,33.9970398,-84.3477663
675,9355 WILKERSON MILL RD,10/17/22,"$100,375.00 ",100375,100.375,1000,1960,33.5602066,-84.6862575
676,4442 FAVORED WAY,10/17/22,"$325,000.00 ",325000,145.8707361,2228,2014,33.5402355,-84.5329546
677,6188 SHOALS LOOP,10/17/22,"$206,000.00 ",206000,138.4408602,1488,2006,33.5857704,-84.521346
678,705 UPPER HEMBREE RD,10/17/22,"$600,000.00 ",600000,237.1541502,2530,1981,34.0649472,-84.340545
679,250 PHARR RD NE # 513,10/17/22,"$380,000.00 ",380000,308.1914031,1233,2004,33.8379648,-84.3781073
680,82 MONTGOMERY FERRY RD,10/17/22,"$1,261,000.00 ",1261000,784.6919726,1607,1925,33.7979301,-84.3778815
681,955 JUNIPER ST # 2317,10/17/22,"$275,000.00 ",275000,396.8253968,693,1996,33.7805621,-84.3818848
682,1 BISCAYNE DR NW # 703,10/17/22,"$311,000.00 ",311000,259.1666667,1200,1997,33.8154891,-84.3927646
683,5 POWERS CHASE CIR,10/17/22,"$1,375,000.00 ",1375000,279.1311409,4926,1988,33.8975803,-84.4147429
684,2901 LENOX WAY NE # 403,10/17/22,"$313,500.00 ",313500,307.0519099,1021,1980,33.833607,-84.355268
685,901 ABERNATHY RD NE UNIT 3180,10/17/22,"$337,500.00 ",337500,282.9002515,1193,2010,33.93267,-84.3610252
686,3435 KINGSBORO RD NE # 1703,10/17/22,"$390,000.00 ",390000,208.5561497,1870,1991,33.8492857,-84.3585766
687,325 EAST PACES FERRY RD # 1203,10/17/22,"$289,900.00 ",289900,296.1184883,979,2004,33.8388271,-84.376744
688,245 DE VILLA CT,10/17/22,"$259,900.00 ",259900,151.1046512,1720,1989,33.5878662,-84.4965121
689,300 MARLEY DR,10/17/22,"$250,000.00 ",250000,137.3626374,1820,1989,33.569473,-84.4781496
690,7275 OSWEGO TRL,10/17/22,"$300,000.00 ",300000,173.6111111,1728,1991,33.5644748,-84.4589626
691,401 EAST RHINEHILL RD SE,10/17/22,"$259,900.00 ",259900,203.3646322,1278,1950,33.6913169,-84.3759516
692,689 PINEHURST DR,10/17/22,"$280,000.00 ",280000,156.774916,1786,1969,33.7131488,-84.4520568
693,6591 OLD WHITE MILL RD,10/17/22,"$465,000.00 ",465000,217.6966292,2136,1999,33.5923422,-84.6099303
694,4795 MINDEN CHASE,10/17/22,"$422,500.00 ",422500,247.0760234,1710,1987,34.0561842,-84.2196428
695,11715 HIGHLAND COLONY DR,10/17/22,"$539,000.00 ",539000,264.9950836,2034,1983,34.0648568,-84.4155325
696,2200 EDISON AVE NE,10/17/22,"$845,000.00 ",845000,533.459596,1584,1993,33.8150898,-84.3860938
697,1101 COLLIER RD # G 6,5/20/22,"$250,500.00 ",250500,245.5882353,1020,1970,33.81091325,-84.42222625
698,2 BASSETT HALL PL NW,10/17/22,"$385,000.00 ",385000,291.6666667,1320,1979,33.82243,-84.4424735
699,3445 OAKCLIFF RD NW,10/17/22,"$257,000.00 ",257000,225.4385965,1140,1950,33.7591572,-84.5004035
700,816 DOLLY AVE,10/17/22,"$625,000.00 ",625000,135.9286646,4598,2004,33.694062,-84.5670326
701,937 VIOLET ST SE,10/17/22,"$544,157.00 ",544157,325.4527512,1672,2006,33.7288824,-84.3844125
702,942 OAKLAND DR SW,10/17/22,"$155,000.00 ",155000,158.8114754,976,1930,33.7293659,-84.4269702
703,330 AUTUMN BREEZE DR,10/17/22,"$800,000.00 ",800000,283.4868887,2822,1997,34.0760586,-84.3653565
704,3325 PIEDMONT RD UNIT 2702,10/14/22,"$777,500.00 ",777500,402.4327122,1932,2008,33.8451658,-84.3715151
705,6535 WILLIAMSON DR NE,10/14/22,"$516,500.00 ",516500,297.3517559,1737,1964,33.9332051,-84.3699972
706,62 KARLAND DR NW,10/14/22,"$733,000.00 ",733000,529.6242775,1384,1950,33.8496735,-84.3846562
707,1687 DEFOOR AVE NW,10/14/22,"$625,000.00 ",625000,470.6325301,1328,1925,33.8013948,-84.4188053
708,4444 SENTINEL VIEW CT NW,10/14/22,"$1,090,000.00 ",1090000,381.9201121,2854,1980,33.8765717,-84.439277
709,780 WHITEHALL WAY,10/14/22,"$350,000.00 ",350000,128.9134438,2715,1985,34.0505613,-84.3474062
710,1095 TUXEDO CT,10/14/22,"$460,000.00 ",460000,259.4472645,1773,1968,34.0278797,-84.3418187
711,3015 RIVER RAPIDS DR,10/14/22,"$595,000.00 ",595000,271.4416058,2192,2020,34.011502,-84.327511
712,336 TEAL CT,10/14/22,"$129,900.00 ",129900,144.3333333,900,1984,34.0107398,-84.3151613
713,505 ANSLEY DR,10/14/22,"$476,000.00 ",476000,275.7821553,1726,1980,34.0241128,-84.3038947
714,245 NORTH HIGHLAND AVE # 407,10/14/22,"$330,000.00 ",330000,471.4285714,700,2006,34.2856766,-83.8348046
715,1101 COLLIER RD # L 1,2/28/22,"$224,000.00 ",224000,213.3333333,1050,1970,33.81091325,-84.42222625
716,307 CHEROKEE AVE SE # 7,10/14/22,"$450,000.00 ",450000,353.2182104,1274,2002,33.7462569,-84.3742269
717,4273 HOLLIDAY RD,10/14/22,"$320,000.00 ",320000,181.4058957,1764,2006,33.638749,-84.6022179
718,10878 BOSSIER DR,10/14/22,"$560,000.00 ",560000,226.904376,2468,2006,34.0456235,-84.2194071
719,11840 CARRIAGE PARK LN,10/14/22,"$470,000.00 ",470000,244.2827443,1924,1992,34.0675685,-84.1798476
720,5990 FINDLEY CHASE DR,10/14/22,"$585,000.00 ",585000,262.2142537,2231,1992,34.0611736,-84.1824364
721,1255 PRIMROSE DR,10/14/22,"$475,000.00 ",475000,235.7320099,2015,1993,34.0722098,-84.3542255
722,1380 ELVA DR,10/14/22,"$1,950,000.00 ",1950000,246.7729689,7902,2018,33.717304,-84.5564106
723,20 MARIETTA ST NW,10/14/22,"$120,000.00 ",120000,271.4932127,442,1995,33.7546387,-84.3906296
724,400 WEST PEACHTREE ST NW LOT 3801,10/14/22,"$394,050.00 ",394050,285.5434783,1380,2007,33.7651344,-84.3881936
725,1855 LANGSTON AVE SW,10/14/22,"$280,000.00 ",280000,242.6343154,1154,1950,33.7039916,-84.4196435
726,2085 GARRISON WAY,10/14/22,"$475,000.00 ",475000,241.2392077,1969,2017,33.8122659,-84.4802547
727,3074 WATSON BEND,10/14/22,"$2,200,000.00 ",2200000,404.2631386,5442,2013,34.163035,-84.26545
728,3163 BALLEY FORREST DR,10/14/22,"$3,195,095.00 ",3195095,497.1363,6427,2021,34.1795938,-84.263198
729,281 MADO LN,10/14/22,"$1,400,000.00 ",1400000,579.4701987,2416,2016,33.5149364,-84.7419012
730,5570 WAVERLY PARK,10/14/22,"$310,500.00 ",310500,147.5760456,2104,2006,33.6039758,-84.5257618
731,320 FAIRLEAF CT,10/14/22,"$765,000.00 ",765000,212.4409886,3601,1995,34.0425156,-84.2579021
732,9685 AUTRY FALLS DR,10/14/22,"$1,370,250.00 ",1370250,273.3938547,5012,2000,34.0203064,-84.2369764
733,5415 ROYCE DR,10/14/22,"$565,000.00 ",565000,196.1805556,2880,1987,34.0494876,-84.2012603
734,350 PELTON CT,10/14/22,"$1,025,000.00 ",1025000,244.6300716,4190,2015,34.014185,-84.2040607
735,10875 GLENHURST PASS,10/14/22,"$540,000.00 ",540000,234.6805737,2301,1997,34.0445545,-84.1871513
736,12030 OLD MOUNTAIN PARK RD,10/14/22,"$347,500.00 ",347500,235.4336043,1476,1984,34.0712725,-84.4173281
737,275 HOLLYBERRY DR,10/14/22,"$497,000.00 ",497000,206.9109076,2402,1978,34.0566215,-84.3537736
738,105 HARDEMAN RD,10/14/22,"$1,359,200.00 ",1359200,1074.466403,1265,1948,33.8924717,-84.383845
739,126 CHESTNUT CIR,10/14/22,"$575,000.00 ",575000,466.7207792,1232,2021,33.8777512,-84.3818878
740,639 SKIPPER DR NW,10/14/22,"$163,000.00 ",163000,118.2015954,1379,1961,33.7726056,-84.4902202
741,3370 ARBOR RUN PL,10/14/22,"$439,000.00 ",439000,140.5699648,3123,2004,33.6646455,-84.5875342
742,6417 LUCENT LN,10/14/22,"$1,000,000.00 ",1000000,289.8550725,3450,2017,33.9304888,-84.3671352
743,71 THOMPSON ST UNIT 302,10/14/22,"$1,250,000.00 ",1250000,471.6981132,2650,2018,34.0717519,-84.2911992
744,125 STEEPLE GATE LN,10/14/22,"$810,000.00 ",810000,204.7005307,3957,1996,33.9890273,-84.2920217
745,5040 GWENDOLINE DR,10/14/22,"$216,900.00 ",216900,66.14821592,3279,1953,33.6182381,-84.5033537
746,2980 THE MEADOWS WAY,10/14/22,"$192,000.00 ",192000,160.0,1200,1966,33.5979023,-84.4870849
747,990 FAITH AVE,10/14/22,"$1,020,000.00 ",1020000,485.7142857,2100,2012,33.7426777,-84.3546756
748,480 JOHN WESLEY DOBBS AVE UNIT 608,10/14/22,"$319,000.00 ",319000,332.2916667,960,2007,33.7597948,-84.3710586
749,561 FORMWALT ST SW # 12,10/14/22,"$135,000.00 ",135000,229.5918367,588,1961,33.7394157,-84.3960688
750,571 FORMWALT ST SW # 4,10/14/22,"$161,000.00 ",161000,259.6774194,620,1961,33.7391583,-84.3961509
751,1101 COLLIER RD # M 1,6/6/22,"$231,000.00 ",231000,220.0,1050,1970,33.81091325,-84.42222625
752,1101 COLLIER RD # P 5,5/19/22,"$250,000.00 ",250000,238.0952381,1050,1970,33.81091325,-84.42222625
753,1219 BELL ST,10/14/22,"$205,000.00 ",205000,195.2380952,1050,1967,33.7520611,-84.3795418
754,1745 EMERALD AVE SW,10/14/22,"$649,000.00 ",649000,581.5412186,1116,1950,33.7423342,-84.4448781
755,4022 BAYROSE CIR # 22A,10/14/22,"$289,900.00 ",289900,177.200489,1636,2006,33.7044757,-84.4446547
756,2025 BAKER RD NW,10/14/22,"$399,000.00 ",399000,248.4433375,1606,1938,33.7701146,-84.4533572
757,2875 PARROTT AVE NW,10/14/22,"$420,000.00 ",420000,272.7272727,1540,1925,33.8098067,-84.4813817
758,1615 HARVEST LN,10/14/22,"$850,000.00 ",850000,260.1775329,3267,1997,34.0801842,-84.3254024
759,285 DANIA DR,10/14/22,"$555,000.00 ",555000,323.4265734,1716,1958,34.0854197,-84.3110987
760,6037 COVENTRY CIR,10/14/22,"$250,000.00 ",250000,171.7032967,1456,1985,34.087497,-84.2796989
761,5061 VILLAGE GREEN WAY,10/14/22,"$318,000.00 ",318000,233.8235294,1360,1985,34.076688,-84.2826984
762,405 MAJESTIC COVE,10/14/22,"$1,240,000.00 ",1240000,293.769249,4221,1999,34.1388859,-84.2623249
763,14119 YACHT TER,10/14/22,"$330,000.00 ",330000,221.1796247,1492,2003,34.1243941,-84.2622402
764,595 BITTERSWEET TRL,10/14/22,"$925,000.00 ",925000,242.5911356,3813,1981,33.9678656,-84.2999163
765,1308 NATCHEZ TRC,10/14/22,"$170,000.00 ",170000,150.9769094,1126,1982,33.9913664,-84.3373201
766,9300 ROBERTS DR,10/14/22,"$1,350,000.00 ",1350000,384.3963554,3512,1978,34.0028228,-84.3351829
767,906 RIVER RUN DR,10/14/22,"$230,000.00 ",230000,204.8085485,1123,1983,34.0006369,-84.3379962
768,275 HIGHWIND WAY,10/14/22,"$290,000.00 ",290000,162.7384961,1782,2005,33.5914132,-84.6372644
769,6475 ST MARK WAY,10/14/22,"$260,000.00 ",260000,148.5714286,1750,2017,33.5825508,-84.6249176
770,4701 FLAT SHOALS RD 44 H,10/14/22,"$145,000.00 ",145000,108.2089552,1340,1972,33.5855194,-84.5404171
771,8946 CRESTVIEW CIR,10/14/22,"$295,000.00 ",295000,135.3211009,2180,2007,34.0273842,-84.3500975
772,11640 VISTA FOREST DR,10/14/22,"$605,000.00 ",605000,250.2067825,2418,1993,34.0641326,-84.2462982
773,1210 CROMWELL CT,10/14/22,"$1,050,000.00 ",1050000,278.0720339,3776,2000,34.0142798,-84.2509688
774,1149 HANNAFORD LN,10/14/22,"$867,000.00 ",867000,219.549253,3949,2018,34.0503426,-84.1681125
775,10310 WILLEO CREEK TRC,10/14/22,"$655,000.00 ",655000,260.023819,2519,1974,34.0310487,-84.4009151
776,1400 RIDGEFIELD DR,10/14/22,"$544,000.00 ",544000,250.6912442,2170,1976,34.0215271,-84.3916764
777,144 BEVERLY RD NE,10/14/22,"$1,663,000.00 ",1663000,428.3874292,3882,2002,33.796994,-84.3825782
778,28 COLLIER RD,10/14/22,"$255,000.00 ",255000,283.3333333,900,1925,33.8078375,-84.3968487
779,2095 EVERGREEN LN NW,10/14/22,"$1,000,000.00 ",1000000,333.5557038,2998,1949,33.8122726,-84.4047374
780,1150 COLLIER RD NW 04O,10/14/22,"$245,000.00 ",245000,300.245098,816,2002,33.809902,-84.4240512
781,6548 ARIA VILLAGE DR,10/14/22,"$935,000.00 ",935000,290.7338308,3216,2018,33.933408,-84.3657872
782,665 CUMBERLAND CIR NE,10/14/22,"$810,000.00 ",810000,527.34375,1536,1930,33.7968538,-84.3653807
783,311 PEACHTREE HILLS AVE # 16 E,10/14/22,"$240,000.00 ",240000,235.2941176,1020,1960,33.8166105,-84.3774248
784,181 ARROWOOD LN,10/14/22,"$721,000.00 ",721000,288.6309047,2498,1986,34.0702809,-84.3156204
785,1265 ROSWELL MANOR CIR,10/14/22,"$645,000.00 ",645000,249.034749,2590,2015,34.0261944,-84.313709
786,6580 BELLBURN RD,10/14/22,"$210,000.00 ",210000,156.133829,1345,1970,33.5773011,-84.489462
787,330 TROY ST SE,10/14/22,"$398,000.00 ",398000,236.9047619,1680,1920,33.701876,-84.3783742
788,404 PRATT DR UNIT 1301,10/14/22,"$490,000.00 ",490000,285.2153667,1718,2020,33.7249765,-84.374997
789,572 EDGEWOOD AVE NE # 301,10/14/22,"$375,000.00 ",375000,350.4672897,1070,2004,33.7546674,-84.3682929
790,1101 COLLIER RD # T 6,9/9/22,"$205,000.00 ",205000,273.3333333,750,1970,33.81091325,-84.42222625
791,1715 WESTWOOD AVE SW,10/14/22,"$480,000.00 ",480000,234.6041056,2046,1940,33.7387458,-84.4439119
792,895 FERNCROFT CT,10/14/22,"$630,000.00 ",630000,268.3134583,2348,1985,34.0733734,-84.3920049
793,2190 FAIRFAX DR,10/14/22,"$575,000.00 ",575000,228.5373609,2516,1991,34.0756594,-84.3227105
794,12541 WEXCROFT LN,10/14/22,"$867,500.00 ",867500,186.5591398,4650,2007,34.0748188,-84.2897361
795,304 GETTYSBURG PL,10/14/22,"$230,000.00 ",230000,209.0909091,1100,1985,33.990042,-84.3358239
796,420 COLEWOOD WAY NW,10/13/22,"$665,000.00 ",665000,371.09375,1792,1965,33.927638,-84.4008156
797,9155 NESBIT FERRY RD,10/13/22,"$325,000.00 ",325000,236.1918605,1376,1999,34.0002548,-84.2684136
798,725 MARCUS NYAH CT,10/13/22,"$325,000.00 ",325000,158.8465298,2046,2000,33.585089,-84.4930274
799,1067 ALTA AVE NE # 27,10/13/22,"$270,500.00 ",270500,396.0468521,683,1957,33.7606821,-84.3527877
800,11305 FINDLEY CHASE CT,10/13/22,"$526,000.00 ",526000,188.8689408,2785,1994,34.059251,-84.187627
801,766 ALFRED RD NW,10/13/22,"$235,970.00 ",235970,219.5069767,1075,1958,33.7754361,-84.511302
802,14045 HAYSTACK LN,10/13/22,"$2,030,000.00 ",2030000,280.0772627,7248,2018,34.1206174,-84.3318133
803,6105 BLUE STONE RD NE,10/13/22,"$305,000.00 ",305000,317.7083333,960,2000,33.9224746,-84.3810354
804,11 QUEEN ANNE PL NW,10/13/22,"$350,000.00 ",350000,265.1515152,1320,1979,33.8223043,-84.4394351
805,4400 SUTTLES DR,10/13/22,"$298,000.00 ",298000,164.4591611,1812,2004,33.716554,-84.5073864
806,26101 PLANTATION DR,10/13/22,"$337,000.00 ",337000,230.506156,1462,1985,33.83582,-84.354491
807,890 MEMORIAL DR SE UNIT 105,10/13/22,"$450,000.00 ",450000,345.6221198,1302,2008,33.7472663,-84.3585283
808,548 PAINES AVE NW,10/13/22,"$279,000.00 ",279000,332.1428571,840,2021,33.7697507,-84.4147327
809,1527 OLYMPIAN WAY SW,10/13/22,"$250,000.00 ",250000,147.7541371,1692,1930,33.7359357,-84.4375542
810,1769 MERCER AVE,10/13/22,"$300,000.00 ",300000,212.7659574,1410,1930,33.6651095,-84.4467894
811,1703 BARRETT DR NW,10/13/22,"$156,500.00 ",156500,156.5,1000,1964,33.8017082,-84.4818341
812,7880 RIVERTOWN RD,10/13/22,"$116,000.00 ",116000,114.1732283,1016,1920,33.5689679,-84.6453952
813,6320 JASPER WAY,10/13/22,"$505,000.00 ",505000,109.4969644,4612,2019,33.6777126,-84.5915027
814,10190 WINDALIER WAY,10/13/22,"$530,000.00 ",530000,274.3271222,1932,2016,34.051025,-84.3167404
815,111 MONTGOMERY FY DR NE,6/15/22,"$3,964,923.00 ",3964923,1058.441805,3746,1930,33.79894216,-84.3774303
816,6131 CENTENNIAL RUN,10/13/22,"$305,000.00 ",305000,170.9641256,1784,2020,33.58713,-84.473383
817,28 BASS ST,10/13/22,"$762,750.00 ",762750,394.7981366,1932,2021,33.7356769,-84.3870264
818,2868 SAINT ELIZABETH WAY,10/13/22,"$349,900.00 ",349900,227.9478827,1535,2021,33.7953727,-84.4851996
819,820 IVY VINE WAY,10/13/22,"$465,000.00 ",465000,259.1973244,1794,2015,34.0990665,-84.2613035
820,201 BRANDYWINE CIR,10/13/22,"$355,000.00 ",355000,155.1573427,2288,1974,34.0046656,-84.3372562
821,113 LA BLANC WAY,5/20/22,"$300,000.00 ",300000,223.5469449,1342,1970,33.81841705,-84.4234202
822,135 FAYETTEVILLE RD,10/13/22,"$255,000.00 ",255000,255.0,1000,1954,33.5668074,-84.5756226
823,244 THIRTEENTH ST NE # 301,10/12/22,"$435,000.00 ",435000,372.4315068,1168,1985,33.785922,-84.3798797
824,99 PEACHTREE MEMORIAL NW UNIT C3,10/12/22,"$330,000.00 ",330000,395.2095808,835,1924,33.8174421,-84.392807
825,34 ARPEGE WAY,10/12/22,"$273,000.00 ",273000,214.4540456,1273,1970,33.8203425,-84.4233844
826,814 LAKE CHASE,10/12/22,"$343,000.00 ",343000,140.1143791,2448,2019,33.5959705,-84.5856521
827,1008 ELDON LN,10/12/22,"$357,500.00 ",357500,148.8343047,2402,2019,33.5961692,-84.5872069
828,489 DASHEILL LN,10/12/22,"$353,000.00 ",353000,177.2088353,1992,2018,33.6211015,-84.5504131
829,145 AMBLER WAY,10/12/22,"$925,000.00 ",925000,154.9932976,5968,1986,34.0128663,-84.2318725
830,15000 CRABAPPLE LAKE DR,10/12/22,"$525,000.00 ",525000,247.9924421,2117,1994,34.0708974,-84.3555637
831,1090 MONROE DR NE,10/12/22,"$628,000.00 ",628000,408.8541667,1536,1919,33.7845321,-84.3681121
832,997 KATHERWOOD DR SW,10/12/22,"$282,000.00 ",282000,209.8214286,1344,1930,33.7108892,-84.4209423
833,9075 CARROLL MANOR DR,10/12/22,"$400,000.00 ",400000,233.9181287,1710,1987,34.0006854,-84.342343
834,4198 MAY APPLE LN,10/12/22,"$378,000.00 ",378000,160.4414261,2356,2017,33.6499878,-84.525639
835,795 HAMMOND DR # #1608,10/12/22,"$213,000.00 ",213000,276.9830949,769,1990,33.9174763,-84.3595063
836,125 NAUTICA WAY,10/12/22,"$566,500.00 ",566500,244.6027634,2316,1993,33.9982554,-84.3081334
837,825 BRADDOCK ST SW,10/12/22,"$400,000.00 ",400000,312.0124805,1282,1950,33.711031,-84.4156662
838,2629 ACADIA ST,10/12/22,"$399,950.00 ",399950,240.0660264,1666,1955,33.6827879,-84.4227252
839,165 ANDERSON AVE NW,10/12/22,"$335,000.00 ",335000,174.1164241,1924,2003,33.7587908,-84.4501829
840,135 LAKE WINDWARD LNDG,10/12/22,"$1,506,500.00 ",1506500,384.5074017,3918,2000,34.0847167,-84.2342606
841,1375 HILLCREST HEIGHTS,10/12/22,"$915,000.00 ",915000,185.0728155,4944,1999,34.096325,-84.2251214
842,775 WICKERBERRY KNOLL,10/12/22,"$475,300.00 ",475300,276.3372093,1720,1978,34.0240139,-84.3791338
843,326 VALLEY BROOK WAY,10/12/22,"$1,050,000.00 ",1050000,305.0552005,3442,2012,33.8774924,-84.3772442
844,452 CARRIAGE DR,10/12/22,"$1,360,000.00 ",1360000,290.8468777,4676,2015,33.9264786,-84.3724817
845,2781 MORNINGTON DR NW,10/12/22,"$905,000.00 ",905000,456.3792234,1983,1960,33.8330124,-84.4134039
846,2308 PINE HEIGHTS DR,10/12/22,"$196,400.00 ",196400,236.3417569,831,1986,33.829183,-84.357407
847,3270 WATERS MILL DR,10/12/22,"$601,000.00 ",601000,234.1254383,2567,1988,34.0391202,-84.266007
848,1382 BENTEEN WAY SE,10/12/22,"$357,000.00 ",357000,301.5202703,1184,1953,33.7169666,-84.3664261
849,2517 JEFFERSON TER,10/12/22,"$346,500.00 ",346500,295.9009394,1171,1942,33.6864302,-84.4277087
850,1440 PINE AVE,10/12/22,"$274,000.00 ",274000,196.1345741,1397,1915,33.678493,-84.4361596
851,3531 PEACOCK RD,10/12/22,"$525,000.00 ",525000,328.9473684,1596,2008,34.1051722,-84.2577868
